sample,prediction,true_label,uncertainty,confidence
53,[5.],[5],0.125,0.6812097046708121
54,[6.],[6],0.4375,0.6793210105210907
55,[0.],[0],0.0625,0.6818322815980108
56,[4.],[4],0.0,0.6815628531140585
57,[1.],[1],0.0,0.6821349170146785
58,[4.],[9],0.1875,0.6775668804508713
59,[5.],[5],0.1875,0.6806409404455251
60,[5.],[7],0.375,0.6644602341228347
61,[2.],[8],0.625,0.6811947541881013
62,[4.],[9],0.125,0.6808626360961048
63,[3.],[3],0.25,0.6817778745679323
64,[4.],[7],0.5625,0.11333804230458978
65,[4.],[4],0.1875,0.6820161323427705
66,[6.],[6],0.5,0.681355234627511
67,[4.],[4],0.0,0.6811759235142714
68,[3.],[3],0.0,0.6813634146135407
69,[0.],[0],0.0,0.6812574872866846
70,[2.],[7],0.5,0.5925700185657287
71,[0.],[0],0.0,0.6812411090294521
72,[2.],[2],0.5,0.6813213407402582
73,[1.],[9],0.4375,0.680012509595566
74,[1.],[1],0.0,0.6822729821552252
75,[3.],[7],0.625,0.6723362201405685
76,[3.],[3],0.0625,0.6818417346539386
77,[2.],[2],0.25,0.6807698950579942
78,[4.],[9],0.1875,0.6817254676645036
79,[4.],[7],0.5,0.6727533306673865
80,[4.],[7],0.5625,0.6741374147808333
81,[6.],[6],0.0,0.6817907753735952
82,[2.],[2],0.0,0.6812968518470964
83,[4.],[7],0.3125,0.6753841557757758
84,[3.],[8],0.625,0.6809805813632496
85,[4.],[4],0.125,0.6814075560835333
86,[2.],[7],0.625,0.6735266680255781
87,[3.],[3],0.0625,0.6810693526829362
88,[6.],[6],0.0625,0.6811994631187894
89,[1.],[1],0.0,0.6820518023213478
90,[3.],[3],0.0,0.6818762309050176
91,[6.],[6],0.0625,0.6819721981230237
92,[4.],[9],0.1875,0.6809182601709864
93,[3.],[3],0.125,0.6818421515970032
94,[1.],[1],0.0625,0.6818629906716337
95,[4.],[4],0.1875,0.681373823436522
96,[1.],[1],0.3125,0.681747247138774
97,[3.],[7],0.6875,0.669866949323384
98,[6.],[6],0.25,0.6819586134809255
99,[4.],[9],0.375,0.6814174865817998
100,[6.],[6],0.0625,0.6806377096535553
101,[0.],[0],0.0,0.6815086537632211
102,[5.],[5],0.0,0.6803008969285039
103,[4.],[4],0.0625,0.6805377190866766
104,[4.],[9],0.4375,0.6805458024798229
105,[4.],[9],0.3125,0.6667085433019584
106,[2.],[2],0.0625,0.6810366431663412
107,[1.],[1],0.4375,0.6821260585498776
108,[4.],[9],0.4375,0.6812426230452242
109,[4.],[4],0.0625,0.6813679367840012
110,[3.],[8],0.5,0.6817641215165949
111,[2.],[7],0.5,0.6819787057885308
112,[3.],[3],0.0625,0.6819599375553225
113,[4.],[9],0.0625,0.67147583842352
114,[2.],[7],0.4375,0.6814536911548702
115,[4.],[4],0.0,0.6820864267483983
116,[4.],[4],0.0625,0.6816714943192036
117,[4.],[4],0.0,0.6813234628411328
118,[4.],[9],0.0,0.6817834362458828
119,[2.],[2],0.125,0.6814294335646957
120,[5.],[5],0.3125,0.6813773675410588
121,[4.],[4],0.3125,0.6817905945448804
122,[3.],[7],0.375,0.6811738777606213
123,[6.],[6],0.0,0.6815551315311372
124,[4.],[7],0.3125,0.678973826621117
125,[4.],[9],0.0625,0.6808903629536124
126,[0.],[0],0.125,0.6802680816393957
127,[5.],[5],0.0,0.6817300652146114
128,[3.],[8],0.625,0.681189505197613
129,[5.],[5],0.0,0.6818033296396901
130,[6.],[6],0.125,0.6815497630107421
131,[6.],[6],0.0625,0.6815201282116784
132,[5.],[5],0.0625,0.6807709682926885
133,[2.],[7],0.0625,0.6805652832734382
134,[3.],[8],0.5625,0.6815416636725261
135,[1.],[1],0.0,0.6822236806409376
136,[0.],[0],0.0,0.6819515299161856
137,[1.],[1],0.0,0.6820131469735539
138,[6.],[6],0.0,0.6811986954147475
139,[4.],[4],0.0,0.680786888493175
140,[6.],[6],0.0625,0.6817059659395123
141,[4.],[7],0.625,6.10897222960876e-07
142,[3.],[3],0.1875,0.6814263895166114
143,[1.],[1],0.0,0.6823202074116842
144,[2.],[7],0.5625,0.6358339252971453
145,[1.],[1],0.0,0.6820322525760072
146,[2.],[8],0.6875,0.681322748077454
147,[2.],[2],0.0,0.6812456610197446
148,[0.],[0],0.0,0.6820686806606263
149,[2.],[2],0.75,0.6764770494356129
150,[4.],[9],0.5,0.6818695697773058
151,[4.],[9],0.5,0.680150693527886
152,[5.],[5],0.125,0.6814566450409264
153,[5.],[5],0.0,0.6816879142017127
154,[1.],[1],0.0,0.6821330127038554
155,[5.],[5],0.0,0.68156173426613
156,[6.],[6],0.0625,0.6803702909840158
157,[0.],[0],0.0,0.681726690764589
158,[3.],[3],0.5625,0.6807920503229028
159,[4.],[4],0.25,0.6816875986995734
160,[4.],[4],0.0,0.6815543506008863
161,[6.],[6],0.1875,0.6811087064301637
162,[5.],[5],0.0,0.6812709776576669
163,[4.],[4],0.0,0.6800819035584034
164,[6.],[6],0.3125,0.6812563205977974
165,[5.],[5],0.0,0.6817429704529017
166,[4.],[4],0.0,0.6814017460674962
167,[3.],[5],0.5625,0.679993216119688
168,[1.],[1],0.0,0.6822502480846557
169,[4.],[4],0.0,0.6820165271840307
170,[4.],[4],0.0,0.6818908098890695
171,[2.],[7],0.3125,0.681275961613973
172,[2.],[2],0.4375,0.6804695489980447
173,[3.],[3],0.1875,0.6811269157735773
174,[2.],[2],0.0,0.6815788339142463
175,[3.],[7],0.625,0.681544991388602
176,[1.],[1],0.0,0.6821674116430516
177,[2.],[8],0.625,0.6817702096504625
178,[1.],[1],0.0,0.6823172219404375
179,[3.],[8],0.5,0.6814568369378496
180,[1.],[1],0.0,0.6823083461771959
181,[2.],[8],0.375,0.6815405819461063
182,[5.],[5],0.0625,0.6818604623039564
183,[0.],[0],0.0,0.680542408010279
184,[2.],[8],0.6875,0.6817406460135531
185,[4.],[9],0.25,0.6818125673412756
186,[2.],[2],0.0,0.6816009616885896
187,[5.],[5],0.0625,0.6814112397249024
188,[0.],[0],0.0,0.6810216602707732
189,[1.],[1],0.0625,0.6819713626568742
190,[1.],[1],0.0,0.6821232280341578
191,[1.],[1],0.3125,0.6818105087380268
192,[0.],[0],0.0,0.6816164290879619
193,[4.],[9],0.1875,0.6800347028185879
194,[0.],[0],0.0,0.6814905784668086
195,[3.],[3],0.625,0.6792338296789694
196,[1.],[1],0.0,0.682122430126927
197,[6.],[6],0.0,0.68105048390367
198,[4.],[4],0.0,0.6817860453383008
199,[2.],[2],0.0625,0.6819503091298662
200,[3.],[3],0.25,0.681375419808749
201,[6.],[6],0.0,0.6810990653501627
202,[1.],[1],0.0,0.6822155330846665
203,[1.],[1],0.0,0.6820449287170061
204,[1.],[1],0.0,0.6822525143891081
205,[3.],[3],0.0,0.6817830569872433
206,[4.],[9],0.25,0.6810012828048762
207,[5.],[5],0.0625,0.681716802548577
208,[2.],[2],0.0,0.6815398211734219
209,[4.],[9],0.25,0.6635972510212592
210,[4.],[4],0.25,0.6809552944385507
211,[5.],[5],0.375,0.6807482946711017
212,[4.],[9],0.1875,0.3795178301633384
213,[3.],[3],0.125,0.6817766008043475
214,[4.],[9],0.0,0.6816825982207875
215,[0.],[0],0.0625,0.6818284092408565
216,[3.],[3],0.0,0.6816208481656549
217,[6.],[6],0.5,0.681350290368085
218,[5.],[5],0.0,0.6812544110394599
219,[5.],[5],0.125,0.6815284069795084
220,[4.],[7],0.5,0.6814987023777248
221,[2.],[2],0.0625,0.6815999097216006
222,[2.],[2],0.5625,0.6806546574250508
223,[2.],[7],0.5,0.6744766633449146
224,[1.],[1],0.125,0.6818323976242193
225,[2.],[2],0.0625,0.6813624587380006
226,[3.],[8],0.5625,0.6812766537293318
227,[4.],[4],0.0,0.6818089412011662
228,[1.],[1],0.0,0.6821885781922599
229,[2.],[7],0.625,0.6768943469929404
230,[3.],[3],0.1875,0.6819167860808978
231,[3.],[3],0.0625,0.6817013572159611
232,[6.],[8],0.3125,0.6815078091252775
233,[4.],[8],0.25,0.6811484636792153
234,[2.],[7],0.625,0.6815166171350019
235,[4.],[9],0.375,0.6569323906395078
236,[2.],[2],0.0,0.6813475294706248
237,[2.],[2],0.0625,0.6816926593553344
238,[4.],[4],0.0,0.6817802645095266
239,[1.],[1],0.0,0.6822462087014408
240,[5.],[5],0.0,0.6817779570999136
241,[2.],[9],0.625,0.6818684222601765
242,[0.],[8],0.6875,0.6804998617204343
243,[3.],[7],0.5625,0.6797260606684902
244,[2.],[2],0.125,0.6812973160968353
245,[3.],[3],0.4375,0.6783832226059274
246,[0.],[0],0.0,0.6811662074375282
247,[6.],[4],0.625,0.6815081335998185
248,[4.],[4],0.0,0.6816296170001211
249,[2.],[2],0.0,0.6820903604965948
250,[4.],[4],0.0,0.6817586909981154
251,[1.],[1],0.3125,0.6817900994456054
252,[4.],[9],0.25,0.6585844299274108
253,[5.],[5],0.0625,0.6818444600047895
254,[4.],[7],0.625,0.6772798272173358
255,[3.],[7],0.5,0.6820144776610471
256,[2.],[2],0.0,0.6818200399648116
257,[6.],[8],0.6875,0.6819617412820316
258,[2.],[2],0.0,0.6815071288754941
259,[0.],[6],0.0625,0.6813834314575816
260,[6.],[8],0.6875,0.6802258593074195
261,[1.],[5],0.375,0.6815862432644046
262,[4.],[7],0.4375,2.58692356149177e-23
263,[3.],[7],0.5625,0.6786215871215167
264,[4.],[9],0.4375,0.6815664695850836
265,[1.],[1],0.0,0.6821859063929312
266,[3.],[8],0.625,0.6819217871938159
267,[1.],[1],0.0,0.6822087339095527
268,[5.],[8],0.625,0.6809836785855305
269,[0.],[0],0.0,0.6814221462072839
270,[3.],[3],0.0625,0.6813163481941461
271,[0.],[0],0.0,0.6818452402856029
272,[1.],[1],0.0,0.6824190580806835
273,[3.],[9],0.625,0.6815482788801897
274,[4.],[9],0.5,0.6807235009423174
275,[4.],[4],0.0,0.6815498431588471
276,[1.],[1],0.0,0.6822212514386401
277,[3.],[8],0.6875,0.6812826308590998
278,[2.],[2],0.1875,0.6806222968014807
279,[1.],[1],0.0,0.6821503151377758
280,[2.],[2],0.0,0.6817806936281874
281,[4.],[9],0.125,0.6811362118188857
282,[2.],[7],0.25,0.6819501688963581
283,[5.],[5],0.0,0.6811872632107878
284,[4.],[9],0.375,0.6807579001127094
285,[2.],[2],0.0625,0.6811150869867901
286,[6.],[6],0.0,0.6819590505563241
287,[4.],[4],0.0625,0.6795451145490504
288,[1.],[1],0.0,0.6819947569117226
289,[5.],[5],0.1875,0.681834250653346
290,[3.],[8],0.75,0.6815991404551363
291,[2.],[2],0.125,0.6816627856460074
292,[4.],[9],0.25,0.6808941366142824
293,[2.],[2],0.0,0.681469293717693
294,[0.],[0],0.0,0.6819255000243364
295,[4.],[4],0.0,0.681758642473996
296,[0.],[0],0.0,0.6811278344362478
297,[0.],[0],0.125,0.6814403072279013
298,[3.],[2],0.375,0.6808077475832272
299,[2.],[8],0.5625,0.681528650284243
300,[4.],[4],0.625,0.6814129442762639
301,[2.],[7],0.375,0.6813584927374963
302,[1.],[1],0.0,0.6822737319467944
303,[2.],[2],0.25,0.6801237253954803
304,[4.],[4],0.0,0.6817564434948442
305,[0.],[0],0.0,0.6808831731785335
306,[2.],[2],0.0,0.6813514986146229
307,[3.],[7],0.3125,0.6814436717962243
308,[4.],[4],0.0,0.681528688078443
309,[3.],[3],0.375,0.6811272578181994
310,[3.],[3],0.0,0.6818386502065504
311,[0.],[0],0.0,0.681498246551524
312,[0.],[0],0.0,0.6817910746647535
313,[3.],[3],0.25,0.6812104861722043
314,[1.],[1],0.0,0.6820337457887858
315,[4.],[9],0.3125,0.6813136104350251
316,[6.],[6],0.0625,0.6812915912579928
317,[5.],[5],0.0625,0.6807643817552901
318,[2.],[2],0.6875,0.6812603414965647
319,[5.],[5],0.0625,0.6813024188569916
320,[1.],[9],0.125,0.6815537083638441
321,[2.],[2],0.375,0.6817423853505605
322,[3.],[9],0.5625,0.6700926315904304
323,[3.],[3],0.0,0.6817193613385778
324,[0.],[0],0.5625,0.6815015941702345
325,[4.],[4],0.3125,0.6818350011829905
326,[2.],[2],0.375,0.6812208721642596
327,[0.],[0],0.0,0.6811277249904233
328,[2.],[7],0.625,0.6813938037034055
329,[1.],[1],0.0,0.6822558041427422
330,[1.],[1],0.0,0.6822388128969135
331,[2.],[2],0.0,0.6808877386815183
332,[1.],[1],0.0,0.6822185725995482
333,[5.],[5],0.125,0.6814549701393803
334,[3.],[3],0.0,0.681493535000602
335,[3.],[3],0.0625,0.6818761379579913
336,[4.],[9],0.5,0.6815854395111683
337,[2.],[7],0.625,0.679158993643323
338,[3.],[8],0.5625,0.6808993459143327
339,[6.],[6],0.0625,0.6816004372649792
340,[3.],[5],0.5,0.6818318361649874
341,[6.],[6],0.625,0.6795217642517246
342,[1.],[1],0.0,0.6823322988669472
343,[3.],[3],0.0625,0.6817814380039324
344,[3.],[8],0.625,0.681575421737649
345,[1.],[1],0.0,0.6820319376442461
346,[0.],[0],0.375,0.6818384319822585
347,[3.],[5],0.5625,0.6816142942196961
348,[1.],[1],0.0,0.6821228490379275
349,[3.],[3],0.0625,0.6814525886172161
350,[1.],[1],0.125,0.6820885225760511
351,[5.],[5],0.0,0.681560379001025
352,[5.],[5],0.4375,0.6811255958415997
353,[6.],[6],0.1875,0.6812258783829701
354,[1.],[1],0.0,0.682146328794886
355,[1.],[8],0.625,0.6816573921717118
356,[5.],[5],0.0,0.6816790729321681
357,[1.],[1],0.3125,0.6822057418796886
358,[4.],[7],0.5,0.6785824779885906
359,[4.],[9],0.25,0.6815518711618448
360,[4.],[4],0.0625,0.6788564866882485
361,[6.],[6],0.0,0.6816579675702918
362,[2.],[2],0.25,0.6787749383986798
363,[2.],[2],0.25,0.6815086469960809
364,[5.],[5],0.0625,0.6816432803123041
365,[0.],[0],0.0,0.6819541946832652
366,[6.],[6],0.375,0.6805928656839472
367,[5.],[5],0.125,0.6805251491143232
368,[6.],[6],0.0,0.6817073277751411
369,[3.],[3],0.0,0.6815019997232766
370,[3.],[7],0.5625,0.6762677038371382
371,[2.],[2],0.1875,0.68080255267808
372,[0.],[0],0.1875,0.6812508050840084
373,[2.],[8],0.5,0.6814653097026282
374,[2.],[8],0.6875,0.6813855759523956
375,[5.],[5],0.0,0.6816071784387072
376,[4.],[4],0.0625,0.6815731326642266
377,[1.],[1],0.0,0.6821610044104536
378,[1.],[1],0.0,0.6820855425375113
379,[4.],[4],0.0,0.681776034708487
380,[0.],[0],0.0,0.6808617620830605
381,[4.],[3],0.5,0.6493305392952611
382,[3.],[3],0.0625,0.6809874885362575
383,[2.],[7],0.5625,0.6728433071544605
384,[6.],[6],0.0,0.681527126853054
385,[1.],[1],0.0,0.6822714590279549
386,[6.],[6],0.5,0.681944652764834
387,[2.],[2],0.0,0.6777664764110701
388,[1.],[1],0.0,0.6818078762589119
389,[4.],[9],0.125,0.6771860881706452
390,[2.],[2],0.0625,0.6812164691422061
391,[2.],[8],0.75,0.6815340929982742
392,[6.],[6],0.0,0.681953039132514
393,[1.],[1],0.0,0.6822769405953027
394,[4.],[9],0.5,0.6811941139914807
395,[5.],[5],0.1875,0.6817371872193745
396,[2.],[2],0.0,0.6813953714408956
397,[5.],[5],0.0,0.6818730513937412
398,[4.],[4],0.0,0.6812739653452113
399,[4.],[4],0.0,0.6815073373900463
400,[2.],[2],0.125,0.681367278286205
401,[3.],[8],0.625,0.681181389661319
402,[3.],[3],0.25,0.6791554018951792
403,[4.],[8],0.5,0.681399407204446
404,[2.],[2],0.1875,0.6814338961359815
405,[4.],[4],0.1875,0.6798902279576177
406,[5.],[5],0.5625,0.6813144795961585
407,[0.],[0],0.0625,0.6810449425299565
408,[3.],[3],0.0625,0.6818098208412084
409,[1.],[1],0.0,0.6821318644166308
410,[4.],[7],0.5,0.6658755067686202
411,[2.],[7],0.5,0.6819212531026752
412,[5.],[5],0.4375,0.680930840060793
413,[0.],[7],0.6875,0.6793993605700412
414,[1.],[9],0.75,0.681584760468473
415,[4.],[7],0.4375,0.6778309176489901
416,[1.],[1],0.0,0.6821180779934694
417,[4.],[9],0.0,0.6740255484174833
418,[2.],[2],0.0,0.6817375912294068
419,[1.],[1],0.0,0.6822421018714371
420,[4.],[4],0.1875,0.6803286619220313
421,[0.],[2],0.4375,0.6810651825922717
422,[4.],[9],0.375,0.6813986889396038
423,[2.],[2],0.0,0.6811529600229097
424,[0.],[0],0.0,0.6814398983004817
425,[4.],[4],0.4375,0.5561103827470844
426,[4.],[9],0.375,0.6815867741078641
427,[1.],[1],0.0,0.682353733748367
428,[4.],[4],0.125,0.6817285701976381
429,[4.],[8],0.5625,0.6812930650045557
430,[1.],[1],0.0,0.6822872755023371
431,[2.],[8],0.5625,0.6796035233957906
432,[4.],[4],0.5625,0.6811409138078377
433,[5.],[5],0.3125,0.68094208538392
434,[4.],[9],0.25,0.6814736295809196
435,[1.],[8],0.6875,0.6815114033720454
436,[4.],[8],0.4375,0.6815389156607035
437,[3.],[3],0.5,0.6800886282820338
438,[2.],[7],0.5,0.6770952319819402
439,[6.],[6],0.0,0.681984276347602
440,[0.],[0],0.0,0.6813759519976778
441,[0.],[0],0.0,0.6818424693990821
442,[3.],[3],0.0625,0.6817138848373152
443,[0.],[0],0.125,0.681433814191938
444,[2.],[2],0.125,0.6816456366379031
445,[0.],[6],0.25,0.680420515590838
446,[6.],[6],0.1875,0.6816714863046428
447,[4.],[4],0.0625,0.6810230852136391
448,[3.],[9],0.5,0.6818794456363847
449,[5.],[3],0.25,0.6806898362580286
450,[3.],[3],0.375,0.6816908896324388
451,[3.],[3],0.0,0.6811483180355136
452,[2.],[2],0.0,0.6815273595207895
453,[3.],[3],0.0,0.6806501222308748
454,[4.],[9],0.3125,0.6660369524966262
455,[1.],[1],0.0,0.6821418180877173
456,[2.],[2],0.3125,0.681250853760999
457,[6.],[6],0.4375,0.6818321571310179
458,[4.],[8],0.625,0.6810259524905333
459,[0.],[0],0.0,0.6810008092995888
460,[5.],[5],0.125,0.6794050910585813
461,[6.],[6],0.1875,0.6791106932719492
462,[6.],[6],0.0625,0.6804255874677142
463,[6.],[6],0.0,0.6814294951197293
464,[3.],[3],0.4375,0.6758901011411268
465,[3.],[8],0.5,0.680505512564574
466,[3.],[8],0.75,0.6815433852687888
467,[2.],[2],0.0625,0.6810560473569577
468,[2.],[7],0.3125,0.6796106389119809
469,[5.],[5],0.0625,0.680843276549304
470,[3.],[8],0.6875,0.6813279802338591
471,[4.],[9],0.3125,0.6749715643901492
472,[6.],[6],0.0,0.6813444209958044
473,[1.],[1],0.0,0.6820471555718124
474,[4.],[8],0.5625,0.681693274743622
475,[4.],[4],0.1875,0.6792589772559713
476,[1.],[1],0.0,0.6822468484970734
477,[2.],[2],0.0625,0.6804935078102322
478,[5.],[5],0.5625,0.6818045991881903
479,[3.],[9],0.4375,0.6816196895136619
480,[1.],[1],0.0,0.6822954807889888
481,[4.],[9],0.375,0.6815592801552518
482,[0.],[7],0.6875,4.385684475248341e-06
483,[5.],[5],0.5,9.663210133965029e-05
484,[4.],[4],0.0,0.6816458862594765
485,[0.],[0],0.0,0.6818740419082707
486,[4.],[8],0.1875,0.6795617976101991
487,[4.],[9],0.1875,0.6780871666484963
488,[4.],[9],0.0625,0.6787230210786982
489,[1.],[1],0.0,0.682235788747483
490,[0.],[0],0.3125,0.6812750448211431
491,[5.],[5],0.0,0.6818648496308521
492,[2.],[2],0.625,0.6799517209638728
493,[3.],[3],0.0625,0.6806030167970023
494,[3.],[7],0.5625,0.6727865639912827
495,[0.],[8],0.625,0.6815754501634121
496,[4.],[9],0.375,0.6815973877955287
497,[4.],[4],0.0,0.6819835292834018
498,[0.],[0],0.125,0.6819736183948766
499,[6.],[6],0.125,0.6815424932524009
500,[3.],[3],0.0,0.6807588179996956
501,[4.],[9],0.375,0.6804950134154517
502,[5.],[5],0.5,0.6815095221535948
503,[2.],[2],0.0,0.6802704954556342
504,[1.],[1],0.0,0.6822193863353186
505,[3.],[3],0.25,0.6815924588380855
506,[1.],[1],0.0,0.6821719775862018
507,[5.],[3],0.4375,0.6816376590440274
508,[6.],[6],0.375,0.681925597072765
509,[5.],[5],0.0,0.6815009322780314
510,[2.],[7],0.3125,0.6797795196488077
511,[4.],[4],0.625,0.6814514258506233
512,[2.],[2],0.0,0.6816433794010662
513,[2.],[2],0.375,0.6803345114995363
514,[6.],[6],0.1875,0.6799645560264848
515,[3.],[3],0.25,0.6817949703533818
516,[2.],[2],0.625,0.6809108559292216
517,[6.],[6],0.0,0.6815221789185308
518,[5.],[5],0.0,0.6813232889441462
519,[4.],[4],0.0625,0.6813028948886811
520,[5.],[8],0.6875,0.6817597269307704
521,[4.],[9],0.1875,0.6811918533504127
522,[3.],[7],0.5625,0.6780281686453689
523,[1.],[1],0.4375,0.6785859505331573
524,[3.],[3],0.0625,0.6807779393295496
525,[0.],[0],0.0,0.6818245576189048
526,[3.],[3],0.1875,0.6816167777722685
527,[3.],[8],0.625,0.6809946349435992
528,[3.],[3],0.625,0.68053619239861
529,[1.],[1],0.0,0.6822121294857454
530,[4.],[9],0.0625,0.6819311945712737
531,[6.],[3],0.375,0.6809569234126978
532,[4.],[4],0.0625,0.6819782910342681
533,[4.],[4],0.125,0.6816414341503303
534,[6.],[6],0.0,0.6816424022364365
535,[4.],[4],0.0625,0.6812030419375363
536,[2.],[2],0.375,0.6805623657949669
537,[1.],[1],0.0,0.6822816986920734
538,[5.],[8],0.625,0.6814297055917276
539,[2.],[2],0.0,0.6816567639888961
540,[5.],[5],0.0,0.6808801849605961
541,[4.],[4],0.0,0.6816501740974904
542,[5.],[8],0.5,0.6792871274955078
543,[4.],[8],0.5625,0.679561145233547
544,[4.],[4],0.0,0.6814679623835519
545,[0.],[0],0.0625,0.6817496836346956
546,[0.],[0],0.0,0.6812706795795381
547,[2.],[2],0.25,0.6808217949401881
548,[3.],[3],0.125,0.6818054427118008
549,[2.],[2],0.0625,0.681255245320853
550,[3.],[7],0.5625,0.6814895989396436
551,[1.],[7],0.4375,0.681746052452056
552,[0.],[0],0.375,0.6816792689402362
553,[4.],[8],0.5625,0.6806191943214142
554,[4.],[7],0.4375,0.6541310150668516
555,[4.],[4],0.0,0.6814263708086735
556,[4.],[4],0.0,0.6798821869393049
557,[3.],[7],0.4375,0.6808225397306066
558,[4.],[9],0.1875,0.681819259984433
559,[6.],[6],0.0625,0.6808823441448781
560,[4.],[9],0.0625,0.6778209671649119
561,[0.],[0],0.25,0.6810157140687988
562,[4.],[9],0.125,0.6809862186117249
563,[2.],[8],0.375,0.6813950794720111
564,[0.],[0],0.0,0.6818409723553
565,[4.],[4],0.0,0.6816620473484833
566,[6.],[6],0.3125,0.6817926517001772
567,[0.],[0],0.0,0.6817216305518957
568,[6.],[6],0.0625,0.6818329469355751
569,[3.],[3],0.25,0.6813336681432455
570,[5.],[5],0.0,0.6811205762034939
571,[4.],[4],0.0,0.6812714865103628
572,[4.],[8],0.4375,0.6818320350307212
573,[3.],[3],0.0,0.6816555366868704
574,[3.],[3],0.0,0.6818618537838645
575,[4.],[9],0.0625,0.6815107869332363
576,[3.],[3],0.0625,0.6813783954860074
577,[3.],[3],0.0,0.6814226735855538
578,[3.],[3],0.4375,0.68148837370223
579,[4.],[7],0.0625,0.6769438057964505
580,[3.],[8],0.625,0.6816194380305498
581,[0.],[0],0.0625,0.6810934590241248
582,[2.],[8],0.5,0.6813883025017378
583,[2.],[2],0.4375,0.6795213228254702
584,[1.],[1],0.0,0.6821605060874328
585,[4.],[7],0.6875,0.6748671354112746
586,[0.],[0],0.0,0.681671693859285
587,[6.],[6],0.0625,0.6809362678378279
588,[5.],[5],0.0625,0.6814642359960641
589,[4.],[4],0.0625,0.6811653709713249
590,[3.],[3],0.0,0.6813817869554812
591,[3.],[8],0.4375,0.6816505584938114
592,[0.],[0],0.0,0.6816753228201428
593,[4.],[9],0.375,0.6788114921516489
594,[6.],[6],0.0,0.6819565221307109
595,[3.],[3],0.0625,0.6816977797581332
596,[2.],[8],0.6875,0.6805530865263716
597,[0.],[0],0.5625,0.6813108465662172
598,[4.],[9],0.1875,0.6816431487824928
599,[4.],[9],0.25,0.6801948520240462
600,[6.],[6],0.0,0.6817908390975065
601,[6.],[8],0.75,0.6813545455830039
602,[6.],[6],0.0625,0.680702824080697
603,[3.],[8],0.6875,0.6816263189556823
604,[5.],[5],0.0625,0.6816216285763417
605,[2.],[7],0.625,0.6814597971025547
606,[3.],[8],0.25,0.6815124063173024
607,[6.],[6],0.0,0.681487864502868
608,[0.],[0],0.0,0.6816547823465962
609,[2.],[2],0.0,0.6809423627394763
610,[4.],[4],0.5,0.6809505084598659
611,[0.],[0],0.1875,0.6810890996926987
612,[2.],[2],0.5,0.6799825899081313
613,[2.],[2],0.0625,0.6818902600604225
614,[3.],[3],0.0,0.6820504854612289
615,[1.],[1],0.0625,0.6817564190303338
616,[4.],[9],0.3125,0.6778057883316365
617,[2.],[7],0.4375,0.6794421666152912
618,[5.],[5],0.0,0.6810968217002977
619,[1.],[1],0.4375,0.6814362284338477
620,[0.],[0],0.0,0.6817356797948261
621,[2.],[8],0.625,0.6817367513510993
622,[4.],[4],0.0625,0.6818402438744435
623,[6.],[6],0.0,0.6818891153254275
624,[1.],[2],0.1875,0.6820787961904196
625,[6.],[6],0.5,0.6804415228071373
626,[3.],[7],0.5625,0.656579660617046
